,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,population,elevation,dem,timezone,modificationdate
172,2759757,Anjum,Anjum,"Anjum,Eanjum",53.37475,6.12698,P,PPL,NL,,2.0,1970.0,880,,1,Europe/Amsterdam,2019-01-20
173,2759751,Ankeveen,Ankeveen,,52.265,5.09861,P,PPL,NL,,7.0,1696.0,255,,0,Europe/Amsterdam,2017-10-17
174,2759749,Ankeveense Rade,Ankeveense Rade,,52.25891,5.1016,P,PPL,NL,,7.0,1696.0,1110,,0,Europe/Amsterdam,2017-04-08
175,2759747,Ankum,Ankum,,52.52167,6.24167,P,PPL,NL,,15.0,148.0,0,,2,Europe/Amsterdam,2007-06-03
176,2759746,Anloo,Anloo,Anlo,53.04417,6.70139,P,PPL,NL,,1.0,1680.0,325,,16,Europe/Amsterdam,2017-10-17
177,2759740,Anna Jacobapolder,Anna Jacobapolder,Anna Jacoba,51.63917,4.12917,P,PPL,NL,,10.0,716.0,230,,0,Europe/Amsterdam,2017-03-24
178,2759737,Anna Paulowna,Anna Paulowna,"Anna Paulowna,Anna Paulowne",52.86083,4.83611,P,PPL,NL,,7.0,1911.0,0,,-3,Europe/Amsterdam,2017-10-17
179,2759730,Anneburen,Anneburen,,53.06551,5.62187,P,PPL,NL,,2.0,1900.0,0,,0,Europe/Amsterdam,2012-04-14
180,2759729,Annen,Annen,,53.0575,6.71944,P,PPL,NL,,1.0,1680.0,3405,,8,Europe/Amsterdam,2017-10-17
181,2759728,Annendaal,Annendaal,,51.10833,6.02778,P,PPL,NL,,5.0,1669.0,0,,31,Europe/Amsterdam,2007-06-03
182,2759724,Annerveenschekanaal,Annerveenschekanaal,Annerveensch Kanaal,53.0775,6.80139,P,PPL,NL,,1.0,1680.0,415,,1,Europe/Amsterdam,2017-10-17
183,2759721,Anneville,Anneville,,51.54333,4.81806,P,PPL,NL,,6.0,1723.0,0,,11,Europe/Amsterdam,2007-06-03
184,2759719,Anreep,Anreep,,52.97583,6.58333,P,PPL,NL,,1.0,106.0,0,,9,Europe/Amsterdam,2007-06-03
185,2759716,Ansen,Ansen,,52.78083,6.33611,P,PPL,NL,,1.0,1690.0,250,,7,Europe/Amsterdam,2017-10-17
186,2759706,Apeldoorn,Apeldoorn,"Apeldoarn,Apeldoorn,Apeldoorne,Apeldorn,Apeldornas,QYP,a po er duo lun,abldwrn,apeldoleun,aperudorun,apldwrn,epeladorna,xa phel dorn,Апелдорн,Ապելդորն,آبلدورن,آپلدورن,ایپلڈوم,एपेलडॉर्न,อาเพลโดร์น,აპელდორნი,アペルドールン,阿珀尔多伦,아펠도른",52.21,5.96944,P,PPL,NL,,3.0,200.0,136670,12.0,18,Europe/Amsterdam,2019-09-05
187,2759702,Apenhuizen,Apenhuizen,,52.25667,6.3,P,PPL,NL,,15.0,150.0,0,,8,Europe/Amsterdam,2007-06-03
188,2759701,Aperloo,Aperloo,,52.42583,5.86111,P,PPL,NL,,3.0,230.0,0,,2,Europe/Amsterdam,2007-06-03
189,2759700,Appel,Appel,,52.1875,5.54028,P,PPL,NL,,3.0,267.0,675,,9,Europe/Amsterdam,2017-03-24
190,2759698,Appelscha,Appelscha,"Appelscha,Appelsche,Appelsga,Appelskea,Nieuw Appelsga",52.95526,6.35053,P,PPL,NL,,2.0,85.0,4035,,9,Europe/Amsterdam,2018-12-08
191,2759693,Appeltern,Appeltern,,51.8325,5.58611,P,PPL,NL,,3.0,668.0,0,,7,Europe/Amsterdam,2017-10-17
192,2759689,Appen,Appen,,52.18167,6.12917,P,PPL,NL,,3.0,285.0,0,,7,Europe/Amsterdam,2007-06-03
193,2759687,Appingedam,Appingedam,,53.32167,6.85833,P,PPL,NL,,4.0,1979.0,12364,,2,Europe/Amsterdam,2021-07-05
194,2759684,Arcen,Arcen,"Arse,Arsen,Árse",51.47667,6.18056,P,PPL,NL,,5.0,983.0,8793,,18,Europe/Amsterdam,2017-10-17
195,2759681,Archem,Archem,,52.47583,6.44028,P,PPL,NL,,15.0,175.0,0,,10,Europe/Amsterdam,2007-06-03
196,2759677,Arendnest,Arendsnest,Arendnest,51.595,5.69583,P,PPL,NL,,6.0,755.0,0,,20,Europe/Amsterdam,2007-06-03
197,2759676,Arensgenhout,Arensgenhout,,50.88833,5.84028,P,PPL,NL,,5.0,1954.0,510,,137,Europe/Amsterdam,2019-01-20
198,2759673,Arkel,Arkel,,51.86417,4.99444,P,PPL,NL,,11.0,1978.0,2980,,1,Europe/Amsterdam,2019-01-20
199,2759668,Arkum,Arkum,,53.02973,5.49986,P,PPL,NL,,2.0,1900.0,0,,1,Europe/Amsterdam,2012-04-14
200,2759667,Armhoede,Armhoede,,52.175,6.44583,P,PPL,NL,,3.0,262.0,0,,12,Europe/Amsterdam,2007-06-03
201,2759666,Armweide,Armweide,Armwei,52.76917,6.32083,P,PPL,NL,,1.0,1690.0,0,,2,Europe/Amsterdam,2007-06-03
202,2759664,Arnemuiden,Arnemuiden,"Erremu,a ne mo yi deng,阿訥默伊登",51.50167,3.675,P,PPL,NL,,10.0,687.0,5075,,2,Europe/Amsterdam,2017-10-17
203,2759656,Arnoud,Arnoud,,52.27833,4.57083,P,PPL,NL,,11.0,534.0,0,,0,Europe/Amsterdam,2007-06-03
204,2759655,Arriën,Arrien,"Arien,Ariën",52.52583,6.44861,P,PPL,NL,,15.0,175.0,0,,7,Europe/Amsterdam,2017-10-17
205,2759653,Arriërveld,Arrierveld,,52.56417,6.43472,P,PPL,NL,,15.0,175.0,0,,8,Europe/Amsterdam,2007-06-03
206,2759652,Arum,Arum,,53.12952,5.47643,P,PPL,NL,,2.0,1900.0,895,,0,Europe/Amsterdam,2017-10-17
207,2759648,Arwerd,Arwerd,,53.3525,6.83611,P,PPL,NL,,4.0,1979.0,0,,1,Europe/Amsterdam,2021-07-05
208,2759647,Asbroek,Asbroek,,51.2825,5.90972,P,PPL,NL,,5.0,1640.0,0,,30,Europe/Amsterdam,2007-06-03
209,2759645,Asch,Asch,,51.93083,5.31111,P,PPL,NL,,3.0,214.0,300,,4,Europe/Amsterdam,2017-10-17
210,2759644,Asenray,Asenray,"Asenraij,Assenraai,Azenraai,Azenray",51.19333,6.04861,P,PPL,NL,,5.0,957.0,755,,28,Europe/Amsterdam,2017-03-24
211,2759643,Asperen,Asperen,"Asperen,ボブ・ファン・アスペレン",51.88167,5.10972,P,PPL,NL,,3.0,1960.0,0,,4,Europe/Amsterdam,2023-03-07
212,2759641,Aspert,Aspert,De Aspert,51.84417,5.63333,P,PPL,NL,,3.0,225.0,0,,5,Europe/Amsterdam,2007-06-03
213,2759640,Asschat,Asschat,"Aschat,Asschat,Asschot",52.13135,5.45169,P,PPL,NL,,9.0,327.0,0,,4,Europe/Amsterdam,2012-01-17
214,2759638,Assel,Assel,,52.2,5.83889,P,PPL,NL,,3.0,200.0,0,,52,Europe/Amsterdam,2007-06-03
215,2759635,Asselt,Asselt,,51.22583,6.0125,P,PPL,NL,,5.0,957.0,180,,21,Europe/Amsterdam,2017-03-24
216,2759631,Assendelft,Assendelft,,52.46833,4.74306,P,PPL,NL,,7.0,479.0,24230,,-1,Europe/Amsterdam,2022-08-26
217,2759630,Assendorp,Assendorp,,52.4,6.06667,P,PPL,NL,,3.0,246.0,0,,1,Europe/Amsterdam,2011-06-04
218,2759626,Assinkshoek,Assinkshoek,,52.37974,6.74665,P,PPL,NL,,15.0,183.0,0,,17,Europe/Amsterdam,2011-06-04
219,2759625,Assum,Assum,,52.51417,4.69861,P,PPL,NL,,7.0,450.0,0,,-1,Europe/Amsterdam,2007-06-03
220,2759621,Asten,Asten,"Aste,Asten",51.40417,5.74861,P,PPL,NL,,6.0,743.0,9535,,27,Europe/Amsterdam,2017-10-17
221,2759617,Attelaken,Attelaken,,51.58419,4.66447,P,PPL,NL,,6.0,777.0,335,,4,Europe/Amsterdam,2017-04-08
222,2759615,Atzeburen,Atzeburen,,53.00996,5.49762,P,PPL,NL,,2.0,1900.0,0,,0,Europe/Amsterdam,2012-04-14
223,2759614,Augsbuurt-Lutjewoude,Augsbuurt-Lutjewoude,"Augsbuur,Augsbuurt,Augsbuurt-Lutjewoude,Augstbuurt,Lutjewoude,Lytsewald,Lytsewâld",53.2665,6.16088,P,PPL,NL,,2.0,1970.0,0,,0,Europe/Amsterdam,2019-01-20
224,2759611,Augustinusga,Augustinusga,"Augustinusga,Stynsgea",53.21785,6.1617,P,PPL,NL,,2.0,59.0,1075,,2,Europe/Amsterdam,2017-10-17
225,2759610,Austerlitz,Austerlitz,,52.08,5.31528,P,PPL,NL,,9.0,355.0,1440,,15,Europe/Amsterdam,2017-10-17
226,2759601,Avenhorn,Avenhorn,,52.6175,4.95139,P,PPL,NL,,7.0,1598.0,2945,,-2,Europe/Amsterdam,2017-10-17
227,2759597,Averlo,Averlo,Averloo,52.3,6.21528,P,PPL,NL,,15.0,150.0,0,,3,Europe/Amsterdam,2007-06-03
228,2759595,Avest,Avest,,52.06167,6.59861,P,PPL,NL,,3.0,1859.0,0,,21,Europe/Amsterdam,2007-06-06
229,2759594,Axel,Axel,Aksel,51.26667,3.90833,P,PPL,NL,,10.0,715.0,8149,,5,Europe/Amsterdam,2017-10-17
230,2759592,Axelsche Sassing,Axelsche Sassing,"Axels Sassing,Sassing",51.27,3.875,P,PPL,NL,,10.0,715.0,0,,1,Europe/Amsterdam,2007-06-03
231,2759590,Axwijk,Axwijk,Akswijk,52.53116,5.01346,P,PPL,NL,,7.0,385.0,0,,1,Europe/Amsterdam,2016-07-31
232,2759586,Azelo,Azelo,"Aselo,Azeloo",52.29874,6.71389,P,PPL,NL,,15.0,1735.0,170,,14,Europe/Amsterdam,2009-03-13
233,2759585,Azewijn,Azewijn,Groot Azewijn,51.88667,6.30556,P,PPL,NL,,3.0,1955.0,490,,15,Europe/Amsterdam,2017-10-17
234,2759584,Baai,Baai,,51.5808,4.64533,P,PPL,NL,,6.0,777.0,0,,5,Europe/Amsterdam,2008-02-01
235,2759583,Baaiduinen,Baaiduinen,Baaidunen,53.3778,5.27696,P,PPL,NL,,2.0,93.0,0,,1,Europe/Amsterdam,2017-10-17
236,2759581,Baak,Baak,,52.0775,6.22778,P,PPL,NL,,3.0,1876.0,575,,11,Europe/Amsterdam,2017-10-17
237,2759580,Baakhoven,Baakhoven,,51.06833,5.82639,P,PPL,NL,,5.0,1711.0,30,,29,Europe/Amsterdam,2017-03-24
238,6544801,Baaks,Baaks,,50.83917,5.99306,P,PPL,NL,,5.0,965.0,0,,155,Europe/Amsterdam,2007-06-07
239,6544755,Baakwoning,Baakwoning,,52.005,4.18889,P,PPL,NL,,11.0,1783.0,0,,-1,Europe/Amsterdam,2007-06-07
240,2759576,Baal,Baal,,51.89833,5.91944,P,PPL,NL,,3.0,1705.0,0,,8,Europe/Amsterdam,2007-06-03
241,2759575,Baalder,Baalder,,52.58579,6.65299,P,PPL,NL,,15.0,160.0,3470,,11,Europe/Amsterdam,2017-03-24
242,2759574,Baalhoek,Baalhoek,,51.3625,4.08611,P,PPL,NL,,10.0,677.0,0,,-1,Europe/Amsterdam,2007-06-03
243,2759572,Baambrugge,Baambrugge,,52.24583,4.98889,P,PPL,NL,,9.0,736.0,1010,,-1,Europe/Amsterdam,2017-10-17
244,2759570,Baambrugse Zuwe,Baambrugse Zuwe,,52.22917,4.95139,P,PPL,NL,,9.0,736.0,460,,0,Europe/Amsterdam,2017-03-24
245,2759569,Baamsum,Baamsum,,53.28417,7.04167,P,PPL,NL,,4.0,1979.0,0,,-1,Europe/Amsterdam,2021-07-05
246,2759568,Baanhoek,Baanhoek,,51.82417,4.74306,P,PPL,NL,,11.0,610.0,0,,1,Europe/Amsterdam,2007-06-03
247,2759567,Baard,Baard,,53.14185,5.6683,P,PPL,NL,,2.0,80.0,185,,3,Europe/Amsterdam,2019-01-20
248,2759564,Baarderburen,Baarderburen,,53.12744,5.48634,P,PPL,NL,,2.0,1900.0,0,,-1,Europe/Amsterdam,2012-04-14
249,2759562,Baarland,Baarland,,51.40833,3.88472,P,PPL,NL,,10.0,654.0,0,,2,Europe/Amsterdam,2017-10-17
250,2759554,Baarle-Nassau,Baarle-Nassau,"Baarle-Nassau,バールレ・ナッサウ",51.4475,4.92917,P,PPL,NL,,6.0,744.0,6845,,28,Europe/Amsterdam,2023-09-22
251,2759552,Baarle-Nassau-grens,Baarle-Nassau-Grens,,51.40167,4.93472,P,PPL,NL,,6.0,744.0,0,,26,Europe/Amsterdam,2007-06-03
252,2759549,Baarlo,Baarlo,"Baarloo,Baolder",51.33083,6.09444,P,PPL,NL,,5.0,1894.0,5215,,24,Europe/Amsterdam,2017-10-17
253,2759548,Baarlo,Baarlo,Baarloo,52.66333,6.10694,P,PPL,NL,,15.0,1896.0,0,,2,Europe/Amsterdam,2007-06-03
254,2759547,Baarlo,Baarlo,"Baarloo,Kuinderdijk en Baarlo,Kuinderdijk en Baarloo",52.73833,5.95,P,PPL,NL,,15.0,1708.0,0,,2,Europe/Amsterdam,2017-10-17
255,2759545,Baarloseweg,Baarloseweg,,51.33333,6.01667,P,PPL,NL,,5.0,1894.0,0,,26,Europe/Amsterdam,2011-06-04
256,2759544,Baarn,Baarn,"Baan,Baarn,Barn,baleun,barn,barun,Баан,Барн,Բարն,بارن,バールン,바른",52.21167,5.2875,P,PPL,NL,,9.0,308.0,24584,,10,Europe/Amsterdam,2017-10-17
257,2759541,Baars,Baars,,52.81333,6.09167,P,PPL,NL,,15.0,1708.0,0,,12,Europe/Amsterdam,2017-10-17
258,2759540,Baarschot,Baarschot,,51.43333,5.76667,P,PPL,NL,,6.0,762.0,0,,25,Europe/Amsterdam,2007-06-06
259,2759539,Baarschot,Baarschot,,51.45833,5.18611,P,PPL,NL,,6.0,798.0,220,,19,Europe/Amsterdam,2017-03-24
260,2759538,Baarschot,Baarschot,,51.595,4.84583,P,PPL,NL,,6.0,826.0,0,,5,Europe/Amsterdam,2007-06-03
261,2759537,Baarsdorp,Baarsdorp,,51.4825,3.8375,P,PPL,NL,,10.0,654.0,0,,-2,Europe/Amsterdam,2007-06-03
262,2759536,Baarsdorpermeer,Baarsdorpermeer,,52.66917,4.99722,P,PPL,NL,,7.0,1598.0,0,,-3,Europe/Amsterdam,2007-06-03
263,2759534,Baarstraat,Baarstraat,,51.17167,5.85139,P,PPL,NL,,5.0,1641.0,0,,25,Europe/Amsterdam,2007-06-03
264,2759529,Babberich,Babberich,,51.9075,6.11111,P,PPL,NL,,3.0,299.0,1445,,13,Europe/Amsterdam,2017-10-17
265,2759527,Baburen,Baburen,,53.04462,5.49952,P,PPL,NL,,2.0,1900.0,0,,-1,Europe/Amsterdam,2012-04-14
266,2759526,Babyloniënbroek,Babylonienbroek,"Babilonienbroek,Babiloniënbroek",51.74333,5.02222,P,PPL,NL,,6.0,1959.0,422,,2,Europe/Amsterdam,2021-08-30
267,2750250,Bad Nieuweschans,Bad Nieuweschans,"Bad Nieuweschans,Langakker,Nieuweschans,Nijeskans,Nijeskâns",53.18083,7.20833,P,PPL,NL,,4.0,1895.0,0,,1,Europe/Amsterdam,2017-10-17
268,2759524,Badhoevedorp,Badhoevedorp,,52.33723,4.78523,P,PPL,NL,,7.0,394.0,0,,-1,Europe/Amsterdam,2017-10-17
269,2759522,Baexem,Baexem,Baaksem,51.22667,5.88056,P,PPL,NL,,5.0,1640.0,0,,28,Europe/Amsterdam,2017-10-17
270,2759520,Baflo,Baflo,,53.3625,6.51389,P,PPL,NL,,4.0,1966.0,1730,,5,Europe/Amsterdam,2019-01-20
271,2759515,Bagven,Bagven,"Bagben,Bagven",51.57947,4.72029,P,PPL,NL,,6.0,758.0,0,,3,Europe/Amsterdam,2012-01-17
272,2759514,Bahr,Bahr,Baar,51.98417,6.04583,P,PPL,NL,,3.0,299.0,0,,9,Europe/Amsterdam,2007-06-03
273,2759513,Baijum,Baijum,"Baaijum,Baaium,Baium,Bajum",53.16463,5.63272,P,PPL,NL,,2.0,1949.0,0,,0,Europe/Amsterdam,2019-01-20
274,2759511,Bakel,Bakel,,51.50333,5.74028,P,PPL,NL,,6.0,1652.0,4140,,23,Europe/Amsterdam,2017-10-17
275,2759507,Bakelsebrug,Bakelsebrug,,51.49333,5.71667,P,PPL,NL,,6.0,1652.0,0,,19,Europe/Amsterdam,2007-06-03
276,2759506,Baken,Baken,,51.73333,3.83333,P,PPL,NL,,10.0,1676.0,0,,0,Europe/Amsterdam,2011-06-04
277,2759504,Bakendorp,Bakendorp,,51.40833,3.90556,P,PPL,NL,,10.0,654.0,0,,1,Europe/Amsterdam,2007-06-03
278,2759502,Bakermark,Bakermark,,52.06409,6.23564,P,PPL,NL,,3.0,1876.0,0,,7,Europe/Amsterdam,2011-06-04
279,2759501,Bakertand,Bakertand,,51.53333,5.07917,P,PPL,NL,,6.0,855.0,0,,12,Europe/Amsterdam,2007-06-03
280,2759498,Bakheide,Bakheide,,51.2572,6.042,P,PPL,NL,,5.0,889.0,0,,22,Europe/Amsterdam,2011-04-19
281,2759497,Bakhuisbos,Bakhuisbos,,52.39083,6.00833,P,PPL,NL,,3.0,246.0,0,,21,Europe/Amsterdam,2007-06-03
282,2759496,Bakhuizen,Bakhuizen,,52.86975,5.45926,P,PPL,NL,,2.0,1940.0,1060,,4,Europe/Amsterdam,2017-10-17
283,2759494,Bakkerom,Bakkerom,,53.19917,6.325,P,PPL,NL,,4.0,1969.0,0,,-1,Europe/Amsterdam,2019-01-20
284,2759492,Bakkersdam,Bakkersdam,,51.30333,3.49167,P,PPL,NL,,10.0,1714.0,0,,-3,Europe/Amsterdam,2007-06-03
285,2759486,Bakkeveen,Bakkeveen,"Bakkefean,Bakkeveen",53.08072,6.25671,P,PPL,NL,,2.0,86.0,1450,,5,Europe/Amsterdam,2017-10-17
286,2759483,Bakkum,Bakkum,"Bakkum,Zuidbakkum",52.55945,4.65717,P,PPL,NL,,7.0,383.0,0,,4,Europe/Amsterdam,2010-08-09
287,2759480,Balgoy,Balgoij,"Balgoij,Balgoy",51.78,5.71389,P,PPL,NL,,3.0,296.0,0,,7,Europe/Amsterdam,2017-10-17
288,2759476,Balhofstede,Balhofstede,,51.30667,3.61667,P,PPL,NL,,10.0,1714.0,0,,-1,Europe/Amsterdam,2007-06-03
289,2759475,Balinge,Balinge,,52.81083,6.62917,P,PPL,NL,,1.0,1731.0,90,,18,Europe/Amsterdam,2017-10-17
290,2759472,Balk,Balk,,52.89756,5.57964,P,PPL,NL,,2.0,1940.0,3915,,1,Europe/Amsterdam,2017-10-17
291,2759470,Balkbrug,Balkbrug,,52.59917,6.39444,P,PPL,NL,,15.0,160.0,0,,7,Europe/Amsterdam,2017-10-17
292,2759467,Ballast,Ballast,,52.67218,6.73299,P,PPL,NL,,1.0,109.0,1710,,12,Europe/Amsterdam,2017-04-07
293,2759462,Balleman,Balleman,,51.51,4.7625,P,PPL,NL,,6.0,1723.0,0,,7,Europe/Amsterdam,2007-06-03
294,2759461,Ballingbuur,Ballingbuur,"Ballingboer,Ballingbuer,Ballingbuur",53.0,5.76667,P,PPL,NL,,2.0,1940.0,0,,-1,Europe/Amsterdam,2017-04-13
295,2759458,Balloo,Balloo,Ballo,52.99583,6.63056,P,PPL,NL,,1.0,1680.0,0,,15,Europe/Amsterdam,2017-10-17
296,2759456,Ballum,Ballum,Ballum,53.44339,5.68714,P,PPL,NL,,2.0,60.0,360,,5,Europe/Amsterdam,2017-10-17
297,2759452,Balmahuizen,Balmahuizen,,53.27167,6.36944,P,PPL,NL,,4.0,1969.0,0,,2,Europe/Amsterdam,2019-01-20
298,2759446,Baneheide,Baneheide,,50.81833,5.97639,P,PPL,NL,,5.0,965.0,135,,178,Europe/Amsterdam,2017-10-17
299,2759444,Bangert,Bangert,"Bangerd,Bangert,De Bangert",52.73582,5.1801,P,PPL,NL,,7.0,420.0,1470,,-2,Europe/Amsterdam,2017-03-24
300,2759441,Banholt,Banholt,,50.79,5.80833,P,PPL,NL,,5.0,1903.0,1005,,184,Europe/Amsterdam,2017-10-17
301,2759438,Bankert,Bankert,,51.49583,5.79444,P,PPL,NL,,6.0,1652.0,0,,26,Europe/Amsterdam,2007-06-03
302,2759434,Bant,Bant,,52.76833,5.75,P,PPL,NL,,16.0,171.0,0,,-2,Europe/Amsterdam,2017-10-17
303,2759431,Bantega,Bantega,,52.84218,5.79597,P,PPL,NL,,2.0,1940.0,635,,-1,Europe/Amsterdam,2017-10-17
304,2759429,Barchem,Barchem,,52.12417,6.44306,P,PPL,NL,,3.0,262.0,910,,19,Europe/Amsterdam,2017-10-17
305,2759426,Barendrecht,Barendrecht,"Barendrekht,Barendrext,ba lun de lei he te,baryndrykht,Барендрехт,Բարենդրեխտ,بارن‌درخت,باريندريخت,巴伦德雷赫特",51.85667,4.53472,P,PPL,NL,,11.0,489.0,38672,,1,Europe/Amsterdam,2017-10-17
306,6544910,Barendrechtse Veer,Barendrechtse Veer,,51.83583,4.52917,P,PPL,NL,,11.0,489.0,0,,0,Europe/Amsterdam,2007-06-07
307,2759424,Bareveld,Bareveld,,53.0525,6.84722,P,PPL,NL,,4.0,47.0,325,,3,Europe/Amsterdam,2017-03-24
308,2759423,Bargebek,Bargebek,,52.89083,5.6056,P,PPL,NL,,2.0,1940.0,0,,2,Europe/Amsterdam,2017-04-13
309,2759422,Bargen,Bargen,,53.08417,4.83472,P,PPL,NL,,7.0,448.0,0,,0,Europe/Amsterdam,2007-06-03
310,2759421,Barger-Compascuum,Barger-Compascuum,,52.755,7.04306,P,PPL,NL,,1.0,114.0,0,,17,Europe/Amsterdam,2017-10-17
311,2759420,Barger-Erfscheidenveen,Barger-Erfscheidenveen,,52.7275,6.86806,P,PPL,NL,,1.0,114.0,115,,13,Europe/Amsterdam,2017-03-24
312,2759417,Barger-Oosterveen,Barger-Oosterveen,,52.70168,6.97868,P,PPL,NL,,1.0,114.0,305,,20,Europe/Amsterdam,2017-04-08
313,2759415,Barger-Oosterveld,Barger-Oosterveld,,52.77,6.95833,P,PPL,NL,,1.0,114.0,3090,,24,Europe/Amsterdam,2017-03-24
314,2759413,Barlage,Barlage,,53.0125,7.05556,P,PPL,NL,,4.0,37.0,0,,3,Europe/Amsterdam,2007-06-03
315,2759411,Barlaque,Barlaque,,51.62333,4.4875,P,PPL,NL,,6.0,1709.0,0,,0,Europe/Amsterdam,2007-06-03
316,2759410,Barlo,Barlo,Barloo,51.95583,6.58889,P,PPL,NL,,3.0,197.0,0,,32,Europe/Amsterdam,2007-06-03
317,2759407,Barneveld,Barneveld,"Barneveld,Барневелд",52.14,5.58472,P,PPL,NL,,3.0,203.0,35095,,10,Europe/Amsterdam,2023-05-15
318,2759404,Barnflair,Barnflair,,52.855,7.08056,P,PPL,NL,,4.0,1950.0,230,,11,Europe/Amsterdam,2019-01-20
319,2759400,Barrier,Barrier,,50.87833,5.89861,P,PPL,NL,,5.0,986.0,0,,97,Europe/Amsterdam,2007-06-03
320,2759398,Barsbeek,Barsbeek,,52.65667,6.02222,P,PPL,NL,,15.0,1708.0,0,,2,Europe/Amsterdam,2007-06-03
321,2759397,Barsingerhorn,Barsingerhorn,,52.785,4.86389,P,PPL,NL,,7.0,1911.0,770,,1,Europe/Amsterdam,2017-10-17
322,2759392,Bartlehiem,Bartlehiem,,53.27579,5.84078,P,PPL,NL,,2.0,737.0,0,,-1,Europe/Amsterdam,2008-01-22
323,2759391,Barwoutswaarder,Barwoutswaarder,Barwoudswaarder,52.085,4.85,P,PPL,NL,,9.0,632.0,75,,1,Europe/Amsterdam,2017-03-24
324,2759388,Basse,Basse,,52.80417,6.03194,P,PPL,NL,,15.0,1708.0,95,,7,Europe/Amsterdam,2017-10-17
325,2759387,Basserveld,Basserveld,,52.81417,6.04167,P,PPL,NL,,15.0,1708.0,0,,8,Europe/Amsterdam,2007-06-03
326,2759385,Batenburg,Batenburg,,51.82417,5.62917,P,PPL,NL,,3.0,296.0,520,,9,Europe/Amsterdam,2017-10-17
327,2759383,Bath,Bath,Bat,51.40167,4.20972,P,PPL,NL,,10.0,703.0,0,,2,Europe/Amsterdam,2007-06-03
328,2759381,Bathmen,Bathmen,Batmen,52.25,6.2875,P,PPL,NL,,15.0,150.0,0,,10,Europe/Amsterdam,2017-10-17
329,2759378,Bato’s Erf,Bato's Erf,,52.22154,5.65293,P,PPL,NL,,3.0,273.0,0,,29,Europe/Amsterdam,2011-06-04
330,2759377,Battenoord,Battenoord,,51.7075,4.12917,P,PPL,NL,,11.0,1924.0,0,,-1,Europe/Amsterdam,2013-06-09
331,2759371,Bavinkel,Bavinkel,,52.34,6.69306,P,PPL,NL,,15.0,141.0,0,,12,Europe/Amsterdam,2007-06-03
332,2759368,Bazuin,Bazuin,,52.65417,6.41389,P,PPL,NL,,1.0,1690.0,0,,10,Europe/Amsterdam,2007-06-03
333,2759363,Beckum,Beckum,Bekkum,52.21083,6.74167,P,PPL,NL,,15.0,164.0,0,,22,Europe/Amsterdam,2007-06-03
334,2759362,Bedaf,Bedaf,,51.66083,5.575,P,PPL,NL,,6.0,1991.0,0,,11,Europe/Amsterdam,2022-09-30
335,2759356,Bedum,Bedum,Bedum,53.30083,6.60278,P,PPL,NL,,4.0,1966.0,7765,,1,Europe/Amsterdam,2019-01-20
336,2759353,Beegden,Beegden,,51.18917,5.91944,P,PPL,NL,,5.0,1641.0,1765,,32,Europe/Amsterdam,2017-10-17
337,2759345,Beek,Beek,,51.82917,5.92778,P,PPL,NL,,3.0,1945.0,0,,13,Europe/Amsterdam,2017-10-17
338,2759348,Beek,Beek,,51.53667,5.94306,P,PPL,NL,,5.0,984.0,0,,23,Europe/Amsterdam,2007-06-03
339,2759346,Beek,Beek,,51.61389,5.38695,P,PPL,NL,,6.0,845.0,0,,8,Europe/Amsterdam,2011-06-04
340,2759350,Beek,Beek,"Baek,Beek",50.94083,5.79722,P,PPL,NL,,5.0,888.0,8415,,79,Europe/Amsterdam,2017-10-17
341,2759349,Beek,Beek,,51.5289,5.63382,P,PPL,NL,,6.0,1659.0,5185,,16,Europe/Amsterdam,2017-03-24
342,8436503,Beek en Donk,Beek en Donk,,51.54158,5.62603,P,PPL,NL,,6.0,1659.0,0,,13,Europe/Amsterdam,2017-10-17
343,2759344,Beek gem Montferland,Beek gem Montferland,"Beek,Beek (Montferland)",51.90667,6.1875,P,PPL,NL,,3.0,1955.0,1315,,18,Europe/Amsterdam,2021-12-06
344,2759342,Beekbergen,Beekbergen,,52.16,5.96389,P,PPL,NL,,3.0,200.0,2545,,28,Europe/Amsterdam,2017-10-17
345,2759340,Beekdorp,Beekdorp,,52.355,6.83194,P,PPL,NL,,15.0,1774.0,0,,14,Europe/Amsterdam,2007-06-03
346,6544787,Beekheuvel,Beekheuvel,,51.63833,6.09444,P,PPL,NL,"NL,DE",5.0,893.0,0,,15,Europe/Amsterdam,2007-06-07
347,2759333,Beekkant,Beekkant,,51.64488,5.36164,P,PPL,NL,,6.0,845.0,0,,6,Europe/Amsterdam,2011-04-19
348,2759329,Beekveld,Beekveld,,51.66667,5.38333,P,PPL,NL,,6.0,845.0,0,,5,Europe/Amsterdam,2009-10-09
349,2759323,Beemd,Beemd,,51.73333,5.55,P,PPL,NL,,6.0,1721.0,0,,18,Europe/Amsterdam,2011-06-04
350,2759321,Beemdkant,Beemdkant,,51.52583,5.6,P,PPL,NL,,6.0,1659.0,0,,15,Europe/Amsterdam,2007-06-03
351,2759317,Beemte,Beemte,,52.255,5.98889,P,PPL,NL,,3.0,200.0,130,,6,Europe/Amsterdam,2017-03-24
352,8593867,Beemte-Broekland,Beemte-Broekland,,52.256,5.98974,P,PPL,NL,,3.0,200.0,1000,7.0,7,Europe/Amsterdam,2017-10-17
